INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
VD,AE_CODE,String,Optional,The code of the adverse event.,ncit:C173313,_undefined_,_undefined_,_undefined_,"ConsortiumNote: For ARAR0031, AE_CODE should be the NCIt term for the selected CTCAE grade.",,
VD,AE_CODE_SYSTEM,Enum,Optional,The coding system used for the AE_CODE,ncit:C168872,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,CTCAE,A standard terminology developed to report adverse events occurring in cancer clinical trials. Common terminology criteria for adverse events (CTCAE) are used in study adverse event summaries and Investigational New Drug reports to the Food and Drug Administration. The CTCAE contain a grading scale for each adverse event term representing the severity of the event.,ncit:C49704,,,
PD,,,,,,RTOG,"A multi-institutional cooperative organization, a national cancer study research group comprised of 250 of the major research institutions nationally and in Canada, funded by NCI, headquartered in Philadelphia with almost 30 years of experience in running clinical trials. More than 40 clinical trials that involve radiation therapy either alone or in conjunction with surgery and/or chemotherapeutic drugs are active at any one time within RTOG. The group is interested in quality of life issues and their effects on the cancer patient",ncit:C19778,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,AE_CODE_SYSTEM_VERSION,String,Optional,The version of the adverse event grading system.,ncit:C173314,_undefined_,_undefined_,_undefined_,ConditionalStatement: If AE_CODE_SYSTEM not null.,,
VD,GRADE,Enum,Optional,A numeric value corresponding to the degree of severity of an adverse event.,ncit:C166200,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"CTCAE, Grade 1","An experience that is usually transient, and requires no special treatment or intervention. The event does not generally interfere with usual daily activities. Includes transient laboratory test alterations.",ncit:C41338,,,
PD,,,,,,"CTCAE, Grade 2","An experience that is alleviated with simple therapeutic treatments. The event impacts usual daily activities. Includes laboratory test alterations indicating injury, but without long-term risk.",ncit:C41339,,,
PD,,,,,,"CTCAE, Grade 3",An adverse event experience that requires intensive therapeutic intervention and interrupts usual daily activities.,ncit:C41340,,,
PD,,,,,,"CTCAE, Grade 4","Any adverse event that places the patient, in the view of the initial reporter, at immediate risk of death from the adverse event as it occurred, i.e., it does not include an adverse experience that, had it occurred in a more severe form, might have caused death.",ncit:C41337,,,
PD,,,,,,"CTCAE, Grade 5",The termination of life associated with an adverse event.,ncit:C48275,,,
PD,,,,,,"RTOG, Grade 1/Grade 2",Mild,,,,
PD,,,,,,"RTOG, Grade 3/Grade 4",Serious,,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,ATTRIBUTION,Enum,Optional,A specific identifiable level (defined qualitatively or quantitatively) of probability of adverse event being caused or associated with the product or procedure administration to a patient.,ncit:C41358,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Definite,"Definite adverse event attribution to study product or procedure is established when there is a clear-cut temporal association between product or procedure administration and adverse event, and no other possible cause is present.",ncit:C41356,,,
PD,,,,,,Probable,"Probable adverse event relationship to study product or procedure is defined when there is a clear-cut temporal association between product or procedure administration and adverse event, and a potential alternative etiology of the event is not apparent.",ncit:C41357,,,
PD,,,,,,Possible,"Possible adverse event relationship to study product or procedure is defined when there is less clear temporal association between product or procedure administration and adverse event, and other etiologies of the event are also possible.",ncit:C41359,,,
PD,,,,,,Unlikely,"A characteristic used to qualify the adverse event as unlikely related to the medical intervention. According to WHO causality assessment criteria of suspected adverse reactions it is applicable to a clinical event, including laboratory test abnormality, with a temporal relationship to the medical intervention which makes a causal relationship improbable, and in which other interventions or underlying disease provide plausible explanations.",ncit:C53257,,,
PD,,,,,,Unrelated,A characteristic used to qualify the adverse event as clearly not related to the medical intervention.,ncit:C53256,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Events,,,,,,,,,,
TD,Subsequent Malignant Neoplasm,,Optional,,,,,,,,
TG,One row per subject per subsequent malignant neoplasm,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_SMN,Integer,Mandatory,The age (in days) of subject at the diagnosis of the subsequent malignant neoplasm.,ncit:C168860,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Mandatory,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,SMN_STATUS,Enum,Mandatory,Was the indicated subsequent malignant neoplasm found in the patient?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Present,The affirmative response to a question.,ncit:C49488,,,
PD,,,,,,Absent,The non-affirmative response to a question.,ncit:C49487,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SMN_SITE,Enum,Priority,SMN Site,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
PD,,,,,,Brain,An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.,ncit:C12439,,,
PD,,,,,,Head and Neck,"For oncology, an area of the body generally construed to comprise the base of skull and facial bones, sinuses, orbits, salivary glands, oral cavity, oropharynx, larynx, thyroid, facial and neck musculature and lymph nodes draining these areas.",ncit:C12664,,,
PD,,,,,,Thorax,The division of the body lying between the neck and the abdomen.,ncit:C12418,,,
PD,,,,,,Limbs,A body region referring to an upper or lower extremity.,ncit:C12429,,,
PD,,,,,,Upper Abdomen,The portion of the body that lies between the thorax and the pelvis.,ncit:C12767,,,
PD,,,,,,Pelvis,"The bony, basin-shaped structure formed by the hipbones and the base of the backbone supporting the lower limbs in humans.",ncit:C12799,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SMN_TYPE,Enum,Priority,SMN Type,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
PD,,,,,,Leukemia,"A malignant (clonal) hematologic disorder, involving hematopoietic stem cells and characterized by the presence of primitive or atypical myeloid or lymphoid cells in the bone marrow and the blood. Leukemias are classified as acute or chronic based on the degree of cellular differentiation and the predominant cell type present. Leukemia is usually associated with anemia, fever, hemorrhagic episodes, and splenomegaly. Common leukemias include acute myeloid leukemia, chronic myelogenous leukemia, acute lymphoblastic or precursor lymphoblastic leukemia, and chronic lymphocytic leukemia. Treatment is vital to patient survival; untreated, the natural course of acute leukemias is normally measured in weeks or months, while that of chronic leukemias is more often measured in months or years.",ncit:C2916,,,
PD,,,,,,Lymphoma,"A malignant (clonal) proliferation of B- lymphocytes or T- lymphocytes which involves the lymph nodes, bone marrow and/or extranodal sites. This category includes Non-Hodgkin lymphomas and Hodgkin lymphomas.",ncit:C3208,,,
PD,,,,,,Sarcoma,"A usually aggressive malignant neoplasm of the soft tissue or bone. It arises from muscle, fat, fibrous tissue, bone, cartilage, and blood vessels. Sarcomas occur in both children and adults. The prognosis depends largely on the degree of differentiation (grade) of the neoplasm. Representative subtypes are liposarcoma, leiomyosarcoma, osteosarcoma, and chondrosarcoma.",ncit:C3161,,,
PD,,,,,,Carcinoma,"A malignant tumor arising from epithelial cells. Carcinomas that arise from glandular epithelium are called adenocarcinomas, those that arise from squamous epithelium are called squamous cell carcinomas, and those that arise from transitional epithelium are called transitional cell carcinomas. Morphologically, the malignant epithelial cells may display abnormal mitotic figures, anaplasia, and necrosis. Carcinomas are graded by the degree of cellular differentiation as well, moderately, or poorly differentiated. Carcinomas invade the surrounding tissues and tend to metastasize to other anatomic sites. Lung carcinoma, skin carcinoma, breast carcinoma, colon carcinoma, and prostate carcinoma are the most frequently seen carcinomas.",ncit:C9118,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,MORPH_CODE,String,Optional,The morphology code describes the cell type of the tumor and its biologic activity.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,MORPH_CODE_TEXT,String,Optional,The display text for MORPH_CODE.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,MORPH_CODE_SYSTEM,Enum,Optional,The coding system for the code used in MORPH_CODE.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
PD,,,,,,ICD-O,A code for the primary site of a tumor being reported using either ICD-O-2 or ICD-O-3.,ncit:C160903,,,
VD,MORPH_CODE_SYSTEM_VERSION,String,Optional,The version of the coding system indicated in MORPH_CODE_SYSTEM.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,TOP_CODE,String,Optional,The topography code describes the site of origin of the neoplasm.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,TOP_CODE_TEXT,String,Optional,The display text for TOP_CODE.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,TOP_CODE_SYSTEM,Enum,Optional,The coding system for the code used in TOP_CODE.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
PD,,,,,,ICD-O,A code for the primary site of a tumor being reported using either ICD-O-2 or ICD-O-3.,ncit:C160903,,,
VD,TOP_CODE_SYSTEM_VERSION,String,Optional,The version of the coding system indicated in TOP_CODE_SYSTEM.,,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
VD,SMN_FIELD,Enum,Optional,The location of the subsequent malignant neoplasm related to the prior radiation field.,ncit:C175044,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'TREATMENT_RELATED' = 'Yes'. | ConditionalStatement: If 'SMN_STATUS' = 'Present'.,,
PD,,,,,,In XRT Field,Within the confines of the radiation field.,ncit:C175045,,,
PD,,,,,,Margin of XRT Field,The outer aspect of the x-ray therapy field.,ncit:C185695,,,
PD,,,,,,Out of XRT Field,Outside the confines of the radiation field.,ncit:C175046,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
