INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,Corticorelin Acetate,"The acetate salt form of coticorelin, a synthetic peptide of neurohormone corticotropin-releasing factor (CRF), with potential antitumor and antiangiogenesis activities. Upon administration, corticorelin stimulates adrenocorticotropic hormone (ACTH) secretion from the anterior pituitary gland. In turn, ACTH stimulates cortisol production from the adrenal cortex and is regulated by a negative feedback mechanism. Corticorelin appears to inhibit swelling around brain tumors through reduction in vascular leakage and maintenance of endothelial cell integrity. This agent potentially suppresses vascularization and tumor cell growth through reduction of vascular endothelial growth factor (VEGF) that appears to be via activation of corticotrophin-releasing factor receptor 2 (CRFR2), a G protein-coupled receptor.",ncit:C76112,,New PD,
PD,,,,,,Cyclosporine,"A natural cyclic polypeptide immunosuppressant isolated from the fungus Beauveria nivea. The exact mechanism of action of cyclosporine is not known but may involve binding to the cellular protein cytophilin, resulting in inhibition of the enzyme calcineurin. This agent appears to specifically and reversibly inhibit immunocompetent lymphocytes in the G0-or G1-phase of the cell cycle. T-lymphocytes are preferentially inhibited with T-helper cells as the primary target. Cyclosporine also inhibits lymphokine production and release. (NCI04)",ncit:C406|rxcui:3008,,New PD,
PD,,,,,,Tretinoin,"A naturally-occurring acid of retinol. Tretinoin binds to and activates retinoic acid receptors (RARs), thereby inducing changes in gene expression that lead to cell differentiation, decreased cell proliferation, and inhibition of tumorigenesis. This agent also inhibits telomerase, resulting in telomere shortening and eventual apoptosis of some tumor cell types. The oral form of tretinoin has teratogenic and embryotoxic properties.",ncit:C900|rxcui:110753,,New PD,
PD,,,,,,Sorafenib,"A synthetic compound targeting growth signaling and angiogenesis. Sorafenib blocks the enzyme RAF kinase, a critical component of the RAF/MEK/ERK signaling pathway that controls cell division and proliferation; in addition, sorafenib inhibits the VEGFR-2/PDGFR-beta signaling cascade, thereby blocking tumor angiogenesis.",ncit:C61948|rxcui:495881,,New PD,
PD,,,,,,Antineoplaston A10,"A piperidinedione antineoplaston with potential antineoplastic activity.  Antineoplaston A10 was originally isolated from human urine but is now synthetically derived.  This agent intercalates into DNA, resulting in cell cycle arrest in G1 phase, reduction of mitosis, and decreased protein synthesis.  Antineoplaston A10 may also inhibit ras-oncogene expression and activate tumor suppressor gene p53, leading to cell differentiation and apoptosis. (NCI04)",ncit:C1004,,New PD,
PD,,,,,,Antineoplaston AS2-1,"A 4:1 mixture of phenylacetate and phenylacetylgluatmine, degradation products of the antineoplaston agent A10.  Antineoplaston AS2-1 inhibits the incorporation of L-glutamine into tumor-cell proteins, leading to cell cycle arrest in the G1 phase and inhibition of mitosis.  This agent may also inhibit RAS oncogene expression and activate tumor suppressor gene p53, resulting in cell differentiation and apoptosis. (NCI04)",ncit:C1613,,New PD,
PD,,,,,,Trastuzumab,"A recombinant humanized monoclonal antibody directed against the human epidermal growth factor receptor 2 (HER2). After binding to HER2 on the tumor cell surface, trastuzumab induces an antibody-dependent cell-mediated cytotoxicity against tumor cells that overexpress HER2. HER2 is overexpressed by many adenocarcinomas, particularly breast adenocarcinomas. (NCI04)",ncit:C1647|rxcui:224905,,New PD,
PD,,,,,,Sodium Phenylbutyrate,"The sodium salt of phenylbutyrate, a derivative of the short-chain fatty acid butyrate, with potential antineoplastic activity. Phenylbutyrate reversibly inhibits class I and II histone deacetylases (HDACs), which may result in a global increase in gene expression, decreased cellular proliferation, increased cell differentiation, and the induction of apoptosis in susceptible tumor cell populations.",ncit:C1440|rxcui:214837,,New PD,
PD,,,,,,Itacnosertib,"An orally bioavailable inhibitor of activin A receptor type 1 (activin receptor-like kinase 2; ALK2; ALK-2; ACRV1), with potential antineoplastic activity. Upon oral administration,itacnosertib targets, binds to and inhibits the activity of ALK-2. This prevents ALK-2-mediated signaling and inhibits cell growth in ALK-2-overexpressing tumor cells. In addition, in cancer and inflammatory conditions, ALK-2 is upregulated in response to increased signaling of pro-inflammatory cytokines, especially interleukin-6 (IL-6), and enhances the secretion of hepcidin, a peptide liver hormone and a key modulator of iron homeostasis. Blocking ALK-2-mediated pathways in inflammation and cancer leads to a decrease of hepcidin expression and restores plasma iron levels, thereby preventing low serum iron levels and anemia of chronic disease (ACD). ALK-2, a serine/threonine receptor kinase, is constitutively activated due to activating mutations or upregulated upstream signaling pathways in inflammatory conditions and certain types of cancer.",ncit:C156729,,New PD,
VD,MEDICATION_OTHER,String,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available","Specify the ""Other"" MEDICATION.",,_undefined_,_undefined_,_undefined_,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Radiation Therapy,,,,,,,,,,
TG,One row per subject per radiation therapy administration,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,"1 - contributors must include, regardless of the resource cost","The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_RT_START,Integer,2 - contributors should prioritize inclusion if resources are available,The age (in days) of the subject at the start of this radiation treatment.,ncit:C172695,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_RT_END,Integer,2 - contributors should prioritize inclusion if resources are available,The age (in days) of the subject at the end of this radiation treatment.,ncit:C172696,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,2 - contributors should prioritize inclusion if resources are available,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,,,
VD,PROTOCOL_RADIATION_THERAPY,Enum,2 - contributors should prioritize inclusion if resources are available,Was this radiation therapy administration part of the treatment protocol?,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Yes,The affirmative response to a question.,ncit:C49488,,,
PD,,,,,,No,The non-affirmative response to a question.,ncit:C49487,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,TECHNIQUE,Enum,2 - contributors should prioritize inclusion if resources are available,The specific method or approach used to deliver radiation to a targeted area within the body for the treatment of cancer or other medical conditions. Different techniques are employed to maximize the effectiveness of radiation therapy while minimizing damage to surrounding healthy tissues.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"EBRT, 3D Conformal",A form of external beam radiation therapy (EBRT) in which doctors to sculpt radiation beams to the shape of a tumor and deliver to the tumor from several angles.,,,,
PD,,,,,,"EBRT, Intensity-modulated","A form of external beam radiation therapy (EBRT) in which advanced software plans a precise dose of radiation, based on tumor size, shape and location. A computer-controlled device delivers the radiation in sculpted doses that match the 3-D geometrical shape of the tumor, including concave and complex shapes. The intensity of radiation beams can be adjusted across the treatment area in fractioned, separate beams as precision accuracy",,,,
PD,,,,,,"EBRT, Stereotactic radiosurgery",A form of external beam radiation therapy (EBRT) in which a high dose of radiation is delivered to a small area in the brain or head from many angles.,,,,
PD,,,,,,"EBRT, NOS","External beam radiation therapy (EBRT), subtype not otherwise specified",,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,ENERGY_TYPE,Enum,2 - contributors should prioritize inclusion if resources are available,Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.,ncit:C15313,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Photon,A type of radiation therapy that uses x-rays or gamma rays that come from a special machine called a linear accelerator (linac). The radiation dose is delivered at the surface of the body and goes into the tumor and through the body. Photon beam radiation therapy is different from proton beam therapy.,ncit:C104914,,,
PD,,,,,,Proton,A type of external beam radiation therapy using a beam of protons. It has the advantage of precisely localizing the radiation dose on the targeted tissue and avoiding damage to the healthy surrounding tissues.,ncit:C66897,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,MARGINS,Enum,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available","The edge or border of the tissue removed in cancer surgery. The margin is described as negative or clean when the pathologist finds no cancer cells at the edge of the tissue, suggesting that all of the cancer has been removed. The margin is described as positive or involved when the pathologist finds cancer cells at the edge of the tissue, suggesting that all of the cancer has not been removed. (Source: NCI Dictionary of Cancer Terms)",ncit:C41227,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,0.5 cm,,,,,
PD,,,,,,1 cm,,,,,
PD,,,,,,2 cm,,,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,RT_DATA_SOURCE,Enum,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available","Whether radiation data was obtained from a protocol-defined dose, or ",,_undefined_,_undefined_,_undefined_,All XRT data for COG will be intended dose.,,
PD,,,,,,Protocol Prescribed,,,,,
PD,,,,,,Treatment Summary,,,,,
DPD,,,,,,Unknown,,,,,
DPD,,,,,,Not Reported,,,,,
VD,BOOST_TYPE,Enum,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available",,,_undefined_,_undefined_,_undefined_,,[cns_v1.1].[Radiation Therapy].[BOOST] skos:exactMatch [cns_v1.2].[Radiation Therapy].[BOOST_TYPE],
PD,,,,,,Simultaneous Integrated,"A modification of intensity modulated radiation therapy that allows for the simultaneous delivery of different dose levels to different target volumes within a single treatment fraction. This can result in better sparing of critical structures, more efficient delivery, shorter treatment duration, and better biologic effectiveness.",ncit:C121139,,New PD,
PD,,,,,,Sequential,A specific approach in radiation therapy where a higher dose of radiation (a boost) is delivered to a tumor or a specific area sequentially after an initial course of treatment.,,,New PD,
VD,REPORTING_LEVEL,Enum,"3 - contributors shouldn’t prioritize inclusion, but can include if resources are available","Used to indicate if the observation reported is a cumulative measure, or if it is describing individual fractions.",,_undefined_,_undefined_,_undefined_,,New VD,
PD,,,,,,Fraction,The amount of radiation given in each individual treatment session. Fractionation involves dividing the total prescribed dose into smaller doses administered over multiple sessions.,,,New PD,
PD,,,,,,Cumulative,The total amount of radiation delivered to a target area or tumor throughout the entire treatment process. It is calculated by summing the doses administered in each treatment session. ,,,New PD,
